country,score,gdp_per_capita,social_support,health_life_expectancy,freedom,trust_government_corruption,generosity,region_Australia and New Zealand,region_Central and Eastern Europe,region_Eastern Asia,region_Latin America and Caribbean,region_Middle East and Northern Africa,region_North America,region_Southeastern Asia,region_Southern Asia,region_Sub-Saharan Africa,region_Western Europe,region_Western Europre,year_2015,year_2016,year_2017,year_2018,year_2019
Kazakhstan,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Moldova,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Russia,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Poland,5.835,1.24585,1.04685,0.69058,0.4519,0.055,0.14443,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
South Korea,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Bolivia,5.822,0.79422,0.83779,0.4697,0.50961,0.07746,0.21698,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Lithuania,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Belarus,5.802,1.13062,1.04993,0.63104,0.29091,0.17457,0.13942,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
North Cyprus,5.771,1.31141,0.81826,0.84142,0.43596,0.16578,0.26322,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Slovenia,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Peru,5.743,0.99602,0.81255,0.62994,0.37502,0.05292,0.14527,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Turkmenistan,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mauritius,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Libya,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Latvia,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cyprus,5.546,1.31857,0.70697,0.8488,0.29507,0.05228,0.27906,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Paraguay,5.538,0.89373,1.11111,0.58295,0.46235,0.07396,0.25296,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Romania,5.528,1.1697,0.72803,0.67602,0.36712,0.00679,0.12889,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Estonia,5.517,1.27964,1.05163,0.68098,0.41511,0.18519,0.08423,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Jamaica,5.51,0.89333,0.96372,0.59469,0.43597,0.04294,0.22245,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Croatia,5.488,1.18649,0.60809,0.70524,0.23907,0.04002,0.18434,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Hong Kong,5.458,1.5107,0.87021,0.95277,0.48079,0.31647,0.40097,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Somalia,5.44,0.0,0.33613,0.11466,0.56778,0.3118,0.27225,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Kosovo,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Turkey,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Indonesia,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Jordan,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Azerbaijan,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Philippines,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
China,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Bhutan,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Kyrgyzstan,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Serbia,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bosnia and Herzegovina,5.163,0.93383,0.64367,0.70766,0.09511,0.0,0.29889,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Montenegro,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dominican Republic,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Morocco,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Hungary,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pakistan,5.132,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Lebanon,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Portugal,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Macedonia,5.121,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Vietnam,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Somaliland Region,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Tunisia,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Greece,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
Tajikistan,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mongolia,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Laos,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Nigeria,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Honduras,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Iran,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Zambia,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Nepal,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Palestinian Territories,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Albania,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bangladesh,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Sierra Leone,4.635,0.36485,0.628,0.0,0.30685,0.08196,0.23897,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Iraq,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Namibia,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Cameroon,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Ethiopia,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
South Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Sri Lanka,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
India,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Myanmar,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Egypt,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Armenia,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Kenya,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Ukraine,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ghana,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Congo (Kinshasa),4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Georgia,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Congo (Brazzaville),4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Senegal,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Bulgaria,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mauritania,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Zimbabwe,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Malawi,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Sudan,4.139,0.63069,0.81928,0.29759,0.0,0.10039,0.18077,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Gabon,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Mali,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Haiti,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Botswana,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Comoros,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Ivory Coast,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Cambodia,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Angola,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Niger,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
South Sudan,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Chad,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Burkina Faso,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Uganda,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Yemen,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Madagascar,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Tanzania,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Liberia,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Guinea,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Rwanda,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Benin,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Afghanistan,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
Togo,3.303,0.28123,0.0,0.24811,0.34678,0.11587,0.17517,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Syria,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Burundi,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Finland,7.632,1.305,1.592,0.874,0.681,0.393,0.202,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Norway,7.594,1.456,1.582,0.861,0.686,0.34,0.286,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Denmark,7.555,1.351,1.59,0.868,0.683,0.408,0.284,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Iceland,7.495,1.343,1.644,0.914,0.677,0.138,0.353,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Switzerland,7.487,1.42,1.549,0.927,0.66,0.357,0.256,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Netherlands,7.441,1.361,1.488,0.878,0.638,0.295,0.333,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Canada,7.328,1.33,1.532,0.896,0.653,0.291,0.321,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
New Zealand,7.324,1.268,1.601,0.876,0.669,0.389,0.365,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sweden,7.314,1.355,1.501,0.913,0.659,0.383,0.285,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Australia,7.272,1.34,1.573,0.91,0.647,0.302,0.361,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
United Kingdom,7.19,1.244,1.433,0.888,0.464,0.082,0.262,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Austria,7.139,1.341,1.504,0.891,0.617,0.224,0.242,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Costa Rica,7.072,1.01,1.459,0.817,0.632,0.101,0.143,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Ireland,6.977,1.448,1.583,0.876,0.614,0.306,0.307,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Germany,6.965,1.34,1.474,0.861,0.586,0.28,0.273,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Belgium,6.927,1.324,1.483,0.894,0.583,0.24,0.188,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Luxembourg,6.91,1.576,1.52,0.896,0.632,0.321,0.196,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
United States,6.886,1.398,1.471,0.819,0.547,0.133,0.291,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Israel,6.814,1.301,1.559,0.883,0.533,0.272,0.354,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
United Arab Emirates,6.774,2.096,0.776,0.67,0.284,0.35561,0.186,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Czech Republic,6.711,1.233,1.489,0.854,0.543,0.034,0.064,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Malta,6.627,1.27,1.525,0.884,0.645,0.142,0.376,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
France,6.489,1.293,1.466,0.908,0.52,0.176,0.098,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Mexico,6.488,1.038,1.252,0.761,0.479,0.095,0.069,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Chile,6.476,1.131,1.331,0.808,0.431,0.061,0.197,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Taiwan,6.441,1.365,1.436,0.857,0.418,0.078,0.151,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Panama,6.43,1.112,1.438,0.759,0.597,0.063,0.125,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Brazil,6.419,0.986,1.474,0.675,0.493,0.088,0.11,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Argentina,6.388,1.073,1.468,0.744,0.57,0.054,0.062,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Guatemala,6.382,0.781,1.268,0.608,0.604,0.071,0.179,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Uruguay,6.379,1.093,1.459,0.771,0.625,0.155,0.13,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Qatar,6.374,1.649,1.303,0.748,0.654,0.171,0.256,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Saudi Arabia,6.371,1.379,1.331,0.633,0.509,0.127,0.098,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Singapore,6.343,1.529,1.451,1.008,0.631,0.457,0.261,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Malaysia,6.322,1.161,1.258,0.669,0.356,0.059,0.311,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Spain,6.31,1.251,1.538,0.965,0.449,0.074,0.142,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Colombia,6.26,0.96,1.439,0.635,0.531,0.039,0.099,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Trinidad and Tobago,6.192,1.223,1.492,0.564,0.575,0.019,0.171,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Slovakia,6.173,1.21,1.537,0.776,0.354,0.014,0.118,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
El Salvador,6.167,0.806,1.231,0.639,0.461,0.082,0.065,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Nicaragua,6.141,0.668,1.319,0.7,0.527,0.128,0.208,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Poland,6.123,1.176,1.448,0.781,0.546,0.064,0.108,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bahrain,6.105,1.338,1.366,0.698,0.594,0.123,0.243,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Uzbekistan,6.096,0.719,1.584,0.605,0.724,0.259,0.328,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Kuwait,6.083,1.474,1.301,0.675,0.554,0.106,0.167,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Thailand,6.072,1.016,1.417,0.707,0.637,0.029,0.364,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Italy,6.0,1.264,1.501,0.946,0.281,0.028,0.137,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Ecuador,5.973,0.889,1.33,0.736,0.556,0.12,0.114,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Belize,5.956,0.807,1.101,0.474,0.593,0.089,0.183,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Lithuania,5.952,1.197,1.527,0.716,0.35,0.006,0.026,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Slovenia,5.948,1.219,1.506,0.856,0.633,0.051,0.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Romania,5.945,1.116,1.219,0.726,0.528,0.001,0.088,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Latvia,5.933,1.148,1.454,0.671,0.363,0.066,0.092,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Japan,5.915,1.294,1.462,0.988,0.553,0.15,0.079,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Mauritius,5.891,1.09,1.387,0.684,0.584,0.05,0.245,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Jamaica,5.89,0.819,1.493,0.693,0.575,0.031,0.096,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
South Korea,5.875,1.266,1.204,0.955,0.244,0.051,0.175,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Northern Cyprus,5.835,1.229,1.211,0.909,0.495,0.154,0.179,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Russia,5.81,1.151,1.479,0.599,0.399,0.025,0.065,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Kazakhstan,5.79,1.143,1.516,0.631,0.454,0.121,0.148,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cyprus,5.762,1.229,1.191,0.909,0.423,0.035,0.202,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Bolivia,5.752,0.751,1.223,0.508,0.606,0.054,0.141,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Estonia,5.739,1.2,1.532,0.737,0.553,0.174,0.086,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Paraguay,5.681,0.835,1.522,0.615,0.541,0.074,0.162,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Peru,5.663,0.934,1.249,0.674,0.53,0.034,0.092,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Kosovo,5.662,0.855,1.23,0.578,0.448,0.023,0.274,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Moldova,5.64,0.657,1.301,0.62,0.232,0.0,0.171,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Turkmenistan,5.636,1.016,1.533,0.517,0.417,0.037,0.199,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Hungary,5.62,1.171,1.401,0.732,0.259,0.022,0.061,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Libya,5.566,0.985,1.35,0.553,0.496,0.148,0.116,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Philippines,5.524,0.775,1.312,0.513,0.643,0.105,0.12,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Honduras,5.504,0.62,1.205,0.622,0.459,0.074,0.197,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Belarus,5.483,1.039,1.498,0.7,0.307,0.154,0.101,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Turkey,5.483,1.148,1.38,0.686,0.324,0.109,0.106,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Pakistan,5.472,0.652,0.81,0.424,0.334,0.113,0.216,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Hong Kong,5.43,1.405,1.29,1.03,0.524,0.291,0.246,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Portugal,5.41,1.188,1.429,0.884,0.562,0.017,0.055,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Serbia,5.398,0.975,1.369,0.685,0.288,0.043,0.134,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Greece,5.358,1.154,1.202,0.879,0.131,0.044,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
Lebanon,5.358,0.965,1.179,0.785,0.503,0.136,0.214,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Montenegro,5.347,1.017,1.279,0.729,0.259,0.081,0.111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Croatia,5.321,1.115,1.161,0.737,0.38,0.039,0.12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Dominican Republic,5.302,0.982,1.441,0.614,0.578,0.106,0.12,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Algeria,5.295,0.979,1.154,0.687,0.077,0.135,0.055,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Morocco,5.254,0.779,0.797,0.669,0.46,0.074,0.026,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
China,5.246,0.989,1.142,0.799,0.597,0.103,0.029,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Azerbaijan,5.201,1.024,1.161,0.603,0.43,0.176,0.031,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Tajikistan,5.199,0.474,1.166,0.598,0.292,0.034,0.187,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Macedonia,5.185,0.959,1.239,0.691,0.394,0.052,0.173,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Jordan,5.161,0.822,1.265,0.645,0.468,0.134,0.13,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Nigeria,5.155,0.689,1.172,0.048,0.462,0.032,0.201,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
Kyrgyzstan,5.131,0.53,1.416,0.594,0.54,0.035,0.281,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Bosnia and Herzegovina,5.129,0.915,1.078,0.758,0.28,0.0,0.216,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Mongolia,5.125,0.914,1.517,0.575,0.395,0.032,0.253,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Vietnam,5.103,0.715,1.365,0.702,0.618,0.079,0.177,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
Indonesia,5.093,0.899,1.215,0.522,0.538,0.018,0.484,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
